,Hydride Length,Material Orientation,Hydride Volume Fraction,Hydride Orientation,Hydride Spacing,Strain,Gumbel Mu,Gumbel Beta,Known Crack Strain
278,3e-05,90,15,30,2.5e-06,3.25,731961663.9329748,18813558.122213032,3.50025
279,3e-05,90,15,30,2.5e-06,3.5,741640213.4837723,20478162.354545604,3.50025
280,3e-05,90,15,30,2.5e-06,3.75,750797062.2522371,23137169.351839144,3.50025
281,3e-05,90,15,30,2.5e-06,4.0,759082241.0417017,25543869.782390986,3.50025
282,3e-05,90,15,30,2.5e-06,4.25,768732896.7102488,27617319.635317747,3.50025
283,3e-05,90,15,30,2.5e-06,4.5,777642478.412241,29635304.211805567,3.50025
284,3e-05,90,5,30,2.5e-06,0.25,107937248.42226553,1387829.491602993,3.58725
285,3e-05,90,5,30,2.5e-06,0.5,215697165.14213818,2776114.8477936722,3.58725
286,3e-05,90,5,30,2.5e-06,0.75,323170891.4271772,4162479.381881211,3.58725
287,3e-05,90,5,30,2.5e-06,1.0,430280307.05841804,5483769.422327017,3.58725
288,3e-05,90,5,30,2.5e-06,1.25,534623515.3404672,5936757.28452931,3.58725
289,3e-05,90,5,30,2.5e-06,1.5,615362823.0273552,3823894.9349534553,3.58725
290,3e-05,90,5,30,2.5e-06,1.75,631856007.2337022,3291410.354803171,3.58725
291,3e-05,90,5,30,2.5e-06,2.0,642251649.7444038,4540909.856204143,3.58725
292,3e-05,90,5,30,2.5e-06,2.25,650270666.6301839,6006368.627984559,3.58725
293,3e-05,90,5,30,2.5e-06,2.5,657992677.6567883,7771065.517276501,3.58725
294,3e-05,90,5,30,2.5e-06,2.75,666640245.9477148,10287275.12632071,3.58725
295,3e-05,90,5,30,2.5e-06,3.0,676507890.2523819,12819717.016702427,3.58725
296,3e-05,90,5,30,2.5e-06,3.25,686855782.9360962,15458173.81704213,3.58725
297,3e-05,90,5,30,2.5e-06,3.5,696207577.3600488,17055404.575860836,3.58725
298,3e-05,90,5,30,2.5e-06,3.75,705803466.3072429,18482845.6205751,3.58725
299,3e-05,90,5,30,2.5e-06,4.0,715200602.1838722,20391070.684989877,3.58725
300,3e-05,90,5,30,2.5e-06,4.25,723465573.2756186,22436075.17680809,3.58725
301,3e-05,90,5,30,2.5e-06,4.5,730005395.8134472,24104093.082819648,3.58725
302,3e-05,90,5,30,2.5e-06,4.75,736019550.6175003,25802360.684265964,3.58725
303,3e-05,90,5,30,2.5e-06,5.0,742079530.3913482,27680361.29491949,3.58725
304,3e-05,90,5,30,7.500000000000001e-06,0.25,109013901.26529066,1411200.4037520755,4.45025
305,3e-05,90,5,30,7.500000000000001e-06,0.5,217848485.59450632,2821789.876528506,4.45025
306,3e-05,90,5,30,7.500000000000001e-06,0.75,326399667.7062042,4231106.057815043,4.45025
307,3e-05,90,5,30,7.500000000000001e-06,1.0,434613642.6588642,5571042.912188789,4.45025
308,3e-05,90,5,30,7.500000000000001e-06,1.25,539758659.8056566,6122486.630327869,4.45025
309,3e-05,90,5,30,7.500000000000001e-06,1.5,617960414.4790426,4051451.2998833708,4.45025
310,3e-05,90,5,30,7.500000000000001e-06,1.75,635598020.1860076,4114385.860458254,4.45025
311,3e-05,90,5,30,7.500000000000001e-06,2.0,649341459.7696011,5959720.884788223,4.45025
312,3e-05,90,5,30,7.500000000000001e-06,2.25,662210508.9354146,8678139.878619835,4.45025
313,3e-05,90,5,30,7.500000000000001e-06,2.5,676054642.6445595,10647365.015844705,4.45025
314,3e-05,90,5,30,7.500000000000001e-06,2.75,690686755.1033105,12776081.224435478,4.45025
315,3e-05,90,5,30,7.500000000000001e-06,3.0,701357880.2530879,13759113.746378405,4.45025
316,3e-05,90,5,30,7.500000000000001e-06,3.25,710194328.800107,14410651.619810952,4.45025
317,3e-05,90,5,30,7.500000000000001e-06,3.5,717589812.9995013,16610064.416080814,4.45025
318,3e-05,90,5,30,7.500000000000001e-06,3.75,724159020.6863532,18988770.075455584,4.45025
319,3e-05,90,5,30,7.500000000000001e-06,4.0,729006388.1977715,20717298.644244224,4.45025
320,3e-05,90,5,30,7.500000000000001e-06,4.25,731986817.8737528,23713838.739927072,4.45025
321,3e-05,90,5,30,7.500000000000001e-06,4.5,736215733.5115099,25393402.463954516,4.45025
322,3e-05,90,5,30,7.500000000000001e-06,4.75,742736363.9677022,27369150.57241386,4.45025
323,3e-05,90,5,30,7.500000000000001e-06,5.0,748012264.457039,28296090.23868928,4.45025
324,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,0.25,111832731.12130997,2236899.4264078108,4.126
325,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,0.5,223494204.7924001,4475773.072149555,4.126
326,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,0.75,334866349.05508196,6711826.740675492,4.126
327,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,1.0,445696774.7375869,8769349.729789006,4.126
328,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,1.25,553067492.202276,9139941.950389389,4.126
329,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,1.5,626871147.6487609,5432692.572910478,4.126
330,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,1.75,638556227.771755,4467574.204902435,4.126
331,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,2.0,650760832.9519856,6927071.423945018,4.126
332,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,2.25,662813834.0552686,9724746.76940552,4.126
333,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,2.5,674239451.6736927,13700749.2544973,4.126
334,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,2.75,687559130.7437518,16896439.87961579,4.126
335,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,3.0,700385837.5941513,18584702.027865164,4.126
336,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,3.25,708885381.8381922,20048938.377060413,4.126
337,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,3.5,715768991.240523,21697304.576652348,4.126
338,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,3.75,722647656.1731386,22709511.02964333,4.126
339,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,4.0,730735954.2403145,23765346.053685047,4.126
340,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,4.25,739292790.9171302,24301041.785624653,4.126
341,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,4.5,746931765.6221638,25557798.22870116,4.126
342,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,4.75,754719636.7712171,26434729.54735271,4.126
343,1.3333333333333337e-05,90,5,30,7.500000000000001e-06,5.0,761628356.7614268,27624292.0460969,4.126
344,5e-06,90,20,0,5.000000000000001e-06,0.25,153513071.42969972,1878990.9591151504,2.74325
345,5e-06,90,20,0,5.000000000000001e-06,0.5,306747219.7436622,3748474.949974288,2.74325
346,5e-06,90,20,0,5.000000000000001e-06,0.75,454992579.26679885,5633077.880925623,2.74325
347,5e-06,90,20,0,5.000000000000001e-06,1.0,568416598.9290398,7014316.721491624,2.74325
348,5e-06,90,20,0,5.000000000000001e-06,1.25,636671339.2449365,4708431.003179549,2.74325
349,5e-06,90,20,0,5.000000000000001e-06,1.5,661871268.677412,4321797.723654791,2.74325
350,5e-06,90,20,0,5.000000000000001e-06,1.75,677669640.308781,9107152.060055353,2.74325
351,5e-06,90,20,0,5.000000000000001e-06,2.0,693827582.7331772,15095127.766530799,2.74325
352,5e-06,90,20,0,5.000000000000001e-06,2.25,705854319.8236778,19618476.81221008,2.74325
353,5e-06,90,20,0,5.000000000000001e-06,2.5,715096908.0589093,22431251.840928048,2.74325
354,5e-06,90,20,0,5.000000000000001e-06,2.75,722732343.8003962,24042597.961027995,2.74325
355,5e-06,90,20,0,5.000000000000001e-06,3.0,730755594.6541858,24814522.801004022,2.74325
356,5e-06,90,20,0,5.000000000000001e-06,3.25,740084369.4581159,25346704.95847939,2.74325
357,5e-06,90,20,0,5.000000000000001e-06,3.5,748650365.5950124,26156500.46992664,2.74325
358,5e-06,90,20,0,5.000000000000001e-06,3.75,757518346.0713592,27395858.56813044,2.74325
359,5e-06,90,20,0,5.000000000000001e-06,4.0,766114410.6291466,28737761.15483366,2.74325
360,5e-06,90,20,0,5.000000000000001e-06,4.25,774078471.2360649,30098726.011050753,2.74325
361,5e-06,90,20,0,5.000000000000001e-06,4.5,781674932.7933054,32329835.40218515,2.74325
362,5e-06,90,20,0,5.000000000000001e-06,4.75,788133904.0092893,34401263.698315494,2.74325
363,5e-06,90,20,0,5.000000000000001e-06,5.0,794359368.251013,35814109.02125176,2.74325
364,5e-06,30,20,60,5.000000000000001e-06,0.25,132085839.20787731,3802828.306598141,1.06375
365,5e-06,30,20,60,5.000000000000001e-06,0.5,263919409.30997264,7604796.822409281,1.06375
366,5e-06,30,20,60,5.000000000000001e-06,0.75,395085730.2246235,11215495.453086711,1.06375
367,5e-06,30,20,60,5.000000000000001e-06,1.0,494940765.44319177,12238666.03345309,1.06375
368,5e-06,30,20,60,5.000000000000001e-06,1.25,545600226.6164626,13416752.22323919,1.06375
369,5e-06,30,20,60,5.000000000000001e-06,1.5,587088671.2790481,15238392.763362696,1.06375
370,5e-06,30,20,60,5.000000000000001e-06,1.75,626192180.0905547,16379860.401459344,1.06375
371,5e-06,30,20,60,5.000000000000001e-06,2.0,660016873.5858729,17011086.00414952,1.06375
372,5e-06,30,20,60,5.000000000000001e-06,2.25,689026885.7621076,17418887.677264556,1.06375
373,5e-06,30,20,60,5.000000000000001e-06,2.5,713615316.8089533,17634637.819985844,1.06375
374,5e-06,30,20,60,5.000000000000001e-06,2.75,734901894.4831922,17785634.339766696,1.06375
375,5e-06,30,20,60,5.000000000000001e-06,3.0,753902832.8548703,17831292.289315585,1.06375
376,5e-06,30,20,60,5.000000000000001e-06,3.25,770814317.2305155,18028721.43317437,1.06375
377,5e-06,30,20,60,5.000000000000001e-06,3.5,786274831.700166,18129061.246809512,1.06375
378,5e-06,30,20,60,5.000000000000001e-06,3.75,800121277.6318054,18194130.4040116,1.06375
379,5e-06,30,20,60,5.000000000000001e-06,4.0,812424863.2062196,18407142.557512116,1.06375
380,5e-06,30,20,60,5.000000000000001e-06,4.25,823135938.1020699,18650812.206205163,1.06375
381,5e-06,30,20,60,5.000000000000001e-06,4.5,832504969.6665597,18962393.307764158,1.06375
382,5e-06,30,20,60,5.000000000000001e-06,4.75,840018055.8241779,19645288.1949291,1.06375
383,5e-06,30,20,60,5.000000000000001e-06,5.0,845346602.288191,20704637.821056757,1.06375
384,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.25,130392505.4517622,3974853.9077719375,1.23775
385,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.5,260622350.90104377,7962881.705674824,1.23775
386,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.75,390056590.58775496,11592551.337607726,1.23775
387,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.0,484657015.395755,10575232.760475134,1.23775
388,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.25,538884360.904217,12115597.82703133,1.23775
389,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.5,583350313.9085609,14501674.105137412,1.23775
390,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.75,624054398.0006195,15428182.942931274,1.23775
391,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.0,658602621.1818624,15556575.964708094,1.23775
392,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.25,687458559.0303917,15425515.043983808,1.23775
393,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.5,712356484.9446836,15266194.439868726,1.23775
394,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.75,734752405.8589219,15107083.610767342,1.23775
395,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.0,756031361.224366,15000128.235182695,1.23775
396,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.25,776001044.7065495,14940298.105306568,1.23775
397,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.5,794656662.4599302,14814538.58677717,1.23775
398,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.75,811723219.6336774,14671398.950462919,1.23775
399,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.0,827113236.2866759,14604835.149015341,1.23775
400,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.25,840872563.1748488,14763832.461760817,1.23775
401,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.5,853295406.7518699,15248028.058178924,1.23775
402,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.75,864829925.490373,16015023.908989804,1.23775
403,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,5.0,875519525.4010235,17091973.294815622,1.23775
404,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,0.25,115477527.99396613,7336747.527414532,2.32
405,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,0.5,230736786.50416386,14656034.024227548,2.32
406,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,0.75,343001779.4690505,17817518.35008999,2.32
407,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,1.0,430006299.1934172,11849393.37082309,2.32
408,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,1.25,487170191.4062188,9696827.15167222,2.32
409,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,1.5,517594119.9298343,9796768.812991839,2.32
410,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,1.75,541734902.4216225,9990946.591504239,2.32
411,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,2.0,564252002.1344235,10168650.332006115,2.32
412,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,2.25,585843133.3713729,10202382.125642316,2.32
413,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,2.5,606404376.5906347,10044271.007615443,2.32
414,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,2.75,625884778.4204079,9803495.34884201,2.32
415,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,3.0,644420163.6438525,9485068.463746145,2.32
416,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,3.25,661899937.3887384,9189146.59452748,2.32
417,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,3.5,678583169.42401,8974232.592101041,2.32
418,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,3.75,694013684.1394573,8939863.929957025,2.32
419,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,4.0,708285716.3078074,8934863.553197317,2.32
420,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,4.25,720825100.2028277,8968369.737101762,2.32
421,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,4.5,731543047.7948707,9146555.510515371,2.32
422,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,4.75,740955006.0405736,9505001.031185843,2.32
423,2.1666666666666667e-05,30,20,0,5.000000000000001e-06,5.0,749168443.215852,10274869.50253422,2.32
424,2.1666666666666667e-05,30,20,0,1e-05,0.25,118098607.50198515,7248550.293777616,1.832
425,2.1666666666666667e-05,30,20,0,1e-05,0.5,235978554.18928093,14480048.443039188,1.832
426,2.1666666666666667e-05,30,20,0,1e-05,0.75,351652688.4960062,18854086.435719293,1.832
427,2.1666666666666667e-05,30,20,0,1e-05,1.0,437950161.1608974,13514062.69013979,1.832
428,2.1666666666666667e-05,30,20,0,1e-05,1.25,492656343.8566606,11666430.019027606,1.832
429,2.1666666666666667e-05,30,20,0,1e-05,1.5,521968209.9538886,12005144.609777408,1.832
430,2.1666666666666667e-05,30,20,0,1e-05,1.75,546267877.0206226,12293604.623852141,1.832
431,2.1666666666666667e-05,30,20,0,1e-05,2.0,568759660.6097381,12472513.834177926,1.832
432,2.1666666666666667e-05,30,20,0,1e-05,2.25,589993022.0334928,12497300.997442758,1.832
433,2.1666666666666667e-05,30,20,0,1e-05,2.5,610169173.9436831,12365463.432388306,1.832
434,2.1666666666666667e-05,30,20,0,1e-05,2.75,629186638.5405326,12055178.74475717,1.832
435,2.1666666666666667e-05,30,20,0,1e-05,3.0,647143114.5848279,11601611.827439778,1.832
436,2.1666666666666667e-05,30,20,0,1e-05,3.25,663937146.2165813,11041346.6044438,1.832
437,2.1666666666666667e-05,30,20,0,1e-05,3.5,679735672.7202661,10498737.504397938,1.832
438,2.1666666666666667e-05,30,20,0,1e-05,3.75,694520965.1360914,9966936.082521271,1.832
439,2.1666666666666667e-05,30,20,0,1e-05,4.0,708138203.164619,9532047.44795974,1.832
440,2.1666666666666667e-05,30,20,0,1e-05,4.25,720130598.756133,9236486.623714231,1.832
441,2.1666666666666667e-05,30,20,0,1e-05,4.5,730813801.7423348,9027323.914647395,1.832
442,2.1666666666666667e-05,30,20,0,1e-05,4.75,740636716.1210204,9124006.602234168,1.832
443,2.1666666666666667e-05,30,20,0,1e-05,5.0,750959219.1310937,9708071.844798766,1.832
444,2.1666666666666667e-05,30,10,0,1e-05,0.25,99799282.30297765,4148538.967963906,2.23475
445,2.1666666666666667e-05,30,10,0,1e-05,0.5,199424757.16049403,8284682.736900867,2.23475
446,2.1666666666666667e-05,30,10,0,1e-05,0.75,298501397.68823826,11682811.037592817,2.23475
447,2.1666666666666667e-05,30,10,0,1e-05,1.0,386290396.4312333,8577751.712460091,2.23475
448,2.1666666666666667e-05,30,10,0,1e-05,1.25,452339953.5374339,6819686.385116616,2.23475
449,2.1666666666666667e-05,30,10,0,1e-05,1.5,481203452.5190368,7064345.945909522,2.23475
450,2.1666666666666667e-05,30,10,0,1e-05,1.75,503510706.6927569,7374578.565441055,2.23475
451,2.1666666666666667e-05,30,10,0,1e-05,2.0,524641644.9565406,7573415.177747628,2.23475
452,2.1666666666666667e-05,30,10,0,1e-05,2.25,545226054.60592,7716494.436099218,2.23475
453,2.1666666666666667e-05,30,10,0,1e-05,2.5,565290925.1676385,7781525.174910789,2.23475
454,2.1666666666666667e-05,30,10,0,1e-05,2.75,584727719.7938192,7768853.686647905,2.23475
455,2.1666666666666667e-05,30,10,0,1e-05,3.0,603579479.2232552,7703234.381596485,2.23475
456,2.1666666666666667e-05,30,10,0,1e-05,3.25,622028936.3789577,7566909.8872909825,2.23475
457,2.1666666666666667e-05,30,10,0,1e-05,3.5,639863102.1758292,7419868.710850662,2.23475
458,2.1666666666666667e-05,30,10,0,1e-05,3.75,657196689.0766733,7294988.298452963,2.23475
459,2.1666666666666667e-05,30,10,0,1e-05,4.0,674170855.1083694,7151015.112920924,2.23475
460,2.1666666666666667e-05,30,10,0,1e-05,4.25,690311533.6028522,6943766.459827287,2.23475
461,2.1666666666666667e-05,30,10,0,1e-05,4.5,704776604.7442923,6751206.0989091415,2.23475
462,2.1666666666666667e-05,30,10,0,1e-05,4.75,717524363.8179615,6498192.158598151,2.23475
463,2.1666666666666667e-05,30,10,0,1e-05,5.0,728413070.2277992,6274952.182942966,2.23475
464,5e-06,30,15,30,1e-05,0.25,128421657.44848858,7319733.684506132,1.093
465,5e-06,30,15,30,1e-05,0.5,256555623.64554372,14610253.477838794,1.093
466,5e-06,30,15,30,1e-05,0.75,384218763.54242027,21817683.63999704,1.093
467,5e-06,30,15,30,1e-05,1.0,487392991.4566097,24978952.77515147,1.093
468,5e-06,30,15,30,1e-05,1.25,523974695.0720309,22323114.306762632,1.093
469,5e-06,30,15,30,1e-05,1.5,551693870.8721013,20657863.924632285,1.093
470,5e-06,30,15,30,1e-05,1.75,580948847.2781551,20121514.285857853,1.093
471,5e-06,30,15,30,1e-05,2.0,608336308.2947781,19683422.473711357,1.093
472,5e-06,30,15,30,1e-05,2.25,633902658.8134897,19283131.494964316,1.093
473,5e-06,30,15,30,1e-05,2.5,657571048.7622107,19093221.925866455,1.093
474,5e-06,30,15,30,1e-05,2.75,679176627.4129269,19050984.900932316,1.093
475,5e-06,30,15,30,1e-05,3.0,698081373.222228,19215737.32727632,1.093
476,5e-06,30,15,30,1e-05,3.25,714547286.2274406,19595281.821451783,1.093
477,5e-06,30,15,30,1e-05,3.5,728628409.9768134,19908834.689631477,1.093
478,5e-06,30,15,30,1e-05,3.75,740652515.3234752,19966253.242591996,1.093
479,5e-06,30,15,30,1e-05,4.0,750663932.6391685,19808763.210179575,1.093
480,5e-06,30,15,30,1e-05,4.25,758920259.3059644,19361525.02704999,1.093
481,5e-06,30,15,30,1e-05,4.5,766169889.4271743,18768104.078455962,1.093
482,5e-06,30,15,30,1e-05,4.75,772194072.6618452,18197742.770705935,1.093
483,5e-06,30,15,30,1e-05,5.0,777716129.4335816,17681118.566558413,1.093
484,5e-06,30,15,30,1e-05,0.25,121065289.57008216,4241690.099560617,1.71825
485,5e-06,30,15,30,1e-05,0.5,241971022.8613145,8474155.19445023,1.71825
486,5e-06,30,15,30,1e-05,0.75,362583848.704208,12670815.064263677,1.71825
487,5e-06,30,15,30,1e-05,1.0,466406435.89941937,13790806.525596008,1.71825
488,5e-06,30,15,30,1e-05,1.25,508794004.584358,13798693.400374807,1.71825
489,5e-06,30,15,30,1e-05,1.5,536713270.5683377,14851602.906074028,1.71825
490,5e-06,30,15,30,1e-05,1.75,567552434.4814304,16889021.895703837,1.71825
491,5e-06,30,15,30,1e-05,2.0,597459124.2878761,18685758.220070772,1.71825
492,5e-06,30,15,30,1e-05,2.25,625082486.0326233,19793619.3982333,1.71825
493,5e-06,30,15,30,1e-05,2.5,650559724.5021708,20423531.43944992,1.71825
494,5e-06,30,15,30,1e-05,2.75,674061937.8405521,20870290.79508171,1.71825
495,5e-06,30,15,30,1e-05,3.0,695539444.073456,21148115.329927005,1.71825
496,5e-06,30,15,30,1e-05,3.25,714963747.8631606,21151121.552724935,1.71825
497,5e-06,30,15,30,1e-05,3.5,732342162.5018766,20899457.724766813,1.71825
498,5e-06,30,15,30,1e-05,3.75,747989615.0552435,20327742.845724292,1.71825
499,5e-06,30,15,30,1e-05,4.0,762121977.1327469,19586009.362905484,1.71825
500,5e-06,30,15,30,1e-05,4.25,774151164.456871,18986926.3357731,1.71825
501,5e-06,30,15,30,1e-05,4.5,784680353.3349012,18436788.15490381,1.71825
502,5e-06,30,15,30,1e-05,4.75,793541146.1599063,18292315.556914505,1.71825
503,5e-06,30,15,30,1e-05,5.0,801551567.3943315,18301447.604884,1.71825
504,5e-06,30,5,30,1e-05,0.25,97009099.51161873,3644018.033870388,1.2085
505,5e-06,30,5,30,1e-05,0.5,193894077.0092339,7288222.130516393,1.2085
506,5e-06,30,5,30,1e-05,0.75,290591469.04958856,10924393.817654474,1.2085
507,5e-06,30,5,30,1e-05,1.0,386828086.3908037,14499001.843756758,1.2085
508,5e-06,30,5,30,1e-05,1.25,450172741.4740262,14894631.989534391,1.2085
509,5e-06,30,5,30,1e-05,1.5,468684209.4155897,12984725.407089302,1.2085
510,5e-06,30,5,30,1e-05,1.75,491763945.65642726,13605003.483298017,1.2085
511,5e-06,30,5,30,1e-05,2.0,516335476.2459705,15108011.170812335,1.2085
512,5e-06,30,5,30,1e-05,2.25,539538543.6119611,16625159.659634128,1.2085
513,5e-06,30,5,30,1e-05,2.5,562008029.513032,17823350.22404202,1.2085
514,5e-06,30,5,30,1e-05,2.75,583816016.3478034,18589685.68305111,1.2085
515,5e-06,30,5,30,1e-05,3.0,604846762.6419306,19154553.68878644,1.2085
516,5e-06,30,5,30,1e-05,3.25,624882190.5626376,19556122.7409439,1.2085
517,5e-06,30,5,30,1e-05,3.5,644281997.7605283,19751920.229887225,1.2085
518,5e-06,30,5,30,1e-05,3.75,662708157.4612496,19699466.62637022,1.2085
519,5e-06,30,5,30,1e-05,4.0,679813224.0160081,19470512.468105447,1.2085
520,5e-06,30,5,30,1e-05,4.25,695412673.078681,19033074.897604138,1.2085
521,5e-06,30,5,30,1e-05,4.5,708539866.9899988,18335621.568339348,1.2085
